Entity,Code,Year,"14.1.1 - Chlorophyll-a deviations, remote sensing (%) - EN_MAR_CHLDEV"
New Zealand,NZL,2007,3.7
New Zealand,NZL,2008,3.37
New Zealand,NZL,2009,5.08
New Zealand,NZL,2010,2.71
New Zealand,NZL,2011,2.56
New Zealand,NZL,2012,1.98
New Zealand,NZL,2013,3.21
New Zealand,NZL,2014,1.96
New Zealand,NZL,2015,2.21
New Zealand,NZL,2016,2.4
New Zealand,NZL,2017,2.46
New Zealand,NZL,2018,2.87
New Zealand,NZL,2019,4.96
Nicaragua,NIC,2000,6.31
Nicaragua,NIC,2001,8.58
Nicaragua,NIC,2002,4.54
Nicaragua,NIC,2003,0.73
Nicaragua,NIC,2004,2.93
Nicaragua,NIC,2005,2.64
Nicaragua,NIC,2006,0.86
Nicaragua,NIC,2007,3.01
Nicaragua,NIC,2008,1.3
Nicaragua,NIC,2009,2.95
Nicaragua,NIC,2010,3.93
Nicaragua,NIC,2011,3.31
Nicaragua,NIC,2012,4.28
Nicaragua,NIC,2013,5.5
Nicaragua,NIC,2014,0.74
Nicaragua,NIC,2015,0.53
Nicaragua,NIC,2016,0.84
Nicaragua,NIC,2017,1.29
Nicaragua,NIC,2018,1.43
Nicaragua,NIC,2019,0.24
Nigeria,NGA,2000,0.78
Nigeria,NGA,2001,0.58
Nigeria,NGA,2002,4.17
Nigeria,NGA,2003,1.6
Nigeria,NGA,2004,1.34
Nigeria,NGA,2005,1.17
Nigeria,NGA,2006,5.55
Nigeria,NGA,2007,2.38
Nigeria,NGA,2008,5.08
Nigeria,NGA,2009,2.64
Nigeria,NGA,2010,3.33
Nigeria,NGA,2011,2.48
Nigeria,NGA,2012,1.27
Nigeria,NGA,2013,0.89
Nigeria,NGA,2014,2.39
Nigeria,NGA,2015,1.36
Nigeria,NGA,2016,1.65
Nigeria,NGA,2017,1.64
Nigeria,NGA,2018,3.07
Nigeria,NGA,2019,3.5
Niue,NIU,2000,2.17
Niue,NIU,2001,2.75
Niue,NIU,2002,4.75
Niue,NIU,2003,3.84
Niue,NIU,2004,7.21
Niue,NIU,2005,6
Niue,NIU,2006,3.15
Niue,NIU,2007,1.05
Niue,NIU,2008,1.28
Niue,NIU,2009,3.35
Niue,NIU,2010,0.07
Niue,NIU,2011,0.5
Niue,NIU,2012,0.22
Niue,NIU,2013,0.16
Niue,NIU,2014,2.06
Niue,NIU,2015,3.05
Niue,NIU,2016,0.69
Niue,NIU,2017,1.79
Niue,NIU,2018,2.07
Niue,NIU,2019,0.7
Norfolk Island,NFK,2000,0.17
Norfolk Island,NFK,2001,0.08
Norfolk Island,NFK,2002,0.17
Norfolk Island,NFK,2003,1.54
Norfolk Island,NFK,2004,0.77
Norfolk Island,NFK,2005,0.77
Norfolk Island,NFK,2006,0.19
Norfolk Island,NFK,2007,0.01
Norfolk Island,NFK,2008,0.25
Norfolk Island,NFK,2009,1.38
Norfolk Island,NFK,2010,0.23
Norfolk Island,NFK,2011,0
Norfolk Island,NFK,2012,0.13
Norfolk Island,NFK,2013,0.06
Norfolk Island,NFK,2014,0.51
Norfolk Island,NFK,2015,0.28
Norfolk Island,NFK,2016,0
Norfolk Island,NFK,2017,0.7
Norfolk Island,NFK,2018,0.11
Norfolk Island,NFK,2019,0.49
North Korea,PRK,2000,1.39
North Korea,PRK,2001,1.92
North Korea,PRK,2002,3.14
North Korea,PRK,2003,7.42
North Korea,PRK,2004,2.73
North Korea,PRK,2005,1.97
North Korea,PRK,2006,2.79
North Korea,PRK,2007,3.97
North Korea,PRK,2008,2.08
North Korea,PRK,2009,7.19
North Korea,PRK,2010,4.5
North Korea,PRK,2011,4.34
North Korea,PRK,2012,1.96
North Korea,PRK,2013,3.05
North Korea,PRK,2014,1.5
North Korea,PRK,2015,0.83
North Korea,PRK,2016,1.29
North Korea,PRK,2017,3.66
North Korea,PRK,2018,1.79
North Korea,PRK,2019,2.3
Northern Africa,,2000,0.68
Northern Africa,,2001,1.65
Northern Africa,,2002,3.7
Northern Africa,,2003,0.65
Northern Africa,,2004,1.55
Northern Africa,,2005,2.79
Northern Africa,,2006,2.43
Northern Africa,,2007,2.45
Northern Africa,,2008,1.72
Northern Africa,,2009,2.1
Northern Africa,,2010,2.66
Northern Africa,,2011,0.44
Northern Africa,,2012,2.34
Northern Africa,,2015,3.47
Northern Africa,,2016,0.71
Northern Africa,,2017,0.71
Northern Africa,,2018,2.69
Northern Africa,,2019,0.99
Northern Africa and Western Asia,,2000,2.1
Northern Africa and Western Asia,,2001,3.88
Northern Africa and Western Asia,,2002,4.97
Northern Africa and Western Asia,,2003,2.89
Northern Africa and Western Asia,,2004,3.56
Northern Africa and Western Asia,,2005,3.17
Northern Africa and Western Asia,,2006,5.08
Northern Africa and Western Asia,,2007,3.91
Northern Africa and Western Asia,,2008,2.91
Northern Africa and Western Asia,,2009,2.49
Northern Africa and Western Asia,,2010,2.69
Northern Africa and Western Asia,,2011,1.32
Northern Africa and Western Asia,,2012,2.65
Northern Africa and Western Asia,,2013,6.27
Northern Africa and Western Asia,,2015,2.94
Northern Africa and Western Asia,,2016,0.63
Northern Africa and Western Asia,,2017,0.75
Northern Africa and Western Asia,,2018,2.05
Northern Africa and Western Asia,,2019,1.04
Northern America,,2000,2.09
Northern America,,2001,2.71
Northern America,,2002,4.66
Northern America,,2003,4.82
Northern America,,2004,3.76
Northern America,,2005,4.26
Northern America,,2006,3.81
Northern America,,2007,3.98
Northern America,,2008,5.19
Northern America,,2009,4.28
Northern America,,2010,4.61
Northern America,,2011,3.92
Northern America,,2012,2.49
Northern America,,2013,3.71
Northern America,,2014,3.09
Northern America,,2015,2.56
Northern America,,2016,2.6
Northern America,,2017,2.57
Northern America,,2018,2.73
Northern America,,2019,3.11
Northern Europe,,2000,2.58
Northern Europe,,2001,3.62
Northern Europe,,2002,4.38
Northern Europe,,2003,7.17
Northern Europe,,2004,4.69
Northern Europe,,2005,6.43
Northern Europe,,2006,4.14
Northern Europe,,2007,4.31
Northern Europe,,2008,9.32
Northern Europe,,2009,3.78
Northern Europe,,2010,3.67
Northern Europe,,2011,4.93
Northern Europe,,2012,4.64
Northern Europe,,2013,3.61
Northern Europe,,2014,4.6
Northern Europe,,2015,5.9
Northern Europe,,2016,3.67
Northern Europe,,2017,4.28
Northern Europe,,2018,3.45
Northern Europe,,2019,4.92
Norway,NOR,2000,3.86
Norway,NOR,2001,10.45
Norway,NOR,2002,5.45
Norway,NOR,2003,6.02
Norway,NOR,2004,5.52
Norway,NOR,2005,4.35
Norway,NOR,2006,8.09
Norway,NOR,2007,2.48
Norway,NOR,2008,4.76
Norway,NOR,2009,3.33
Norway,NOR,2010,4.14
Norway,NOR,2011,5.32
Norway,NOR,2012,3.96
Norway,NOR,2013,3.89
Norway,NOR,2014,1.92
Norway,NOR,2015,3.64
Norway,NOR,2016,3.42
Norway,NOR,2017,3.73
Norway,NOR,2018,5.64
Norway,NOR,2019,7.15
Oceania,,2000,1.62
Oceania,,2001,1.83
Oceania,,2002,1.93
Oceania,,2003,3.62
Oceania,,2004,2.92
Oceania,,2005,1.91
Oceania,,2006,2.33
Oceania,,2007,2.34
Oceania,,2008,2.07
Oceania,,2009,2.3
Oceania,,2010,2.33
Oceania,,2011,1.72
Oceania,,2012,1.8
Oceania,,2013,1.83
Oceania,,2014,1.85
Oceania,,2015,2.05
Oceania,,2016,1.3
Oceania,,2017,1.84
Oceania,,2018,1.16
Oceania,,2019,2.23
Oceania (exc. Australia and New Zealand),,2000,7.66
Oceania (exc. Australia and New Zealand),,2001,2.78
Oceania (exc. Australia and New Zealand),,2002,8.83
Oceania (exc. Australia and New Zealand),,2003,5.56
Oceania (exc. Australia and New Zealand),,2004,4.32
Oceania (exc. Australia and New Zealand),,2005,2.81
Oceania (exc. Australia and New Zealand),,2006,4.12
Oceania (exc. Australia and New Zealand),,2007,4.75
Oceania (exc. Australia and New Zealand),,2008,8.42
Oceania (exc. Australia and New Zealand),,2009,4.92
Oceania (exc. Australia and New Zealand),,2010,12.74
Oceania (exc. Australia and New Zealand),,2011,4.27
Oceania (exc. Australia and New Zealand),,2012,3.2
Oceania (exc. Australia and New Zealand),,2013,1.82
Oceania (exc. Australia and New Zealand),,2014,1.83
Oceania (exc. Australia and New Zealand),,2015,5.79
Oceania (exc. Australia and New Zealand),,2016,1.33
Oceania (exc. Australia and New Zealand),,2017,1.84
Oceania (exc. Australia and New Zealand),,2018,1.22
Oceania (exc. Australia and New Zealand),,2019,1.55
Oman,OMN,2000,4.14
Oman,OMN,2001,1.78
Oman,OMN,2002,6.76
Oman,OMN,2003,6.35
Oman,OMN,2004,9.47
Oman,OMN,2005,5.97
Oman,OMN,2006,7.09
Oman,OMN,2007,3.77
Oman,OMN,2008,7.64
Oman,OMN,2009,4.4
Oman,OMN,2010,3.87
Oman,OMN,2011,4.19
Oman,OMN,2012,4.37
Oman,OMN,2013,1.32
Oman,OMN,2014,2.91
Oman,OMN,2015,4.79
Oman,OMN,2016,1.17
Oman,OMN,2017,3.26
Oman,OMN,2018,2.14
Oman,OMN,2019,2.76
Pakistan,PAK,2000,3.1
Pakistan,PAK,2001,0.65
Pakistan,PAK,2002,4.25
Pakistan,PAK,2003,5.1
Pakistan,PAK,2004,12.65
Pakistan,PAK,2005,10.3
Pakistan,PAK,2006,11.47
Pakistan,PAK,2007,0.98
Pakistan,PAK,2008,3.39
Pakistan,PAK,2009,1.15
Pakistan,PAK,2010,1.18
Pakistan,PAK,2011,3.92
Pakistan,PAK,2012,1.92
Pakistan,PAK,2013,0.8
Pakistan,PAK,2014,3.46
Pakistan,PAK,2015,4.42
Pakistan,PAK,2016,0.6
Pakistan,PAK,2017,7.25
Pakistan,PAK,2018,3.74
Pakistan,PAK,2019,11.63
Palau,PLW,2000,1.35
Palau,PLW,2001,1.66
Palau,PLW,2002,1.33
Palau,PLW,2003,6.17
Palau,PLW,2004,2.59
Palau,PLW,2005,3.99
Palau,PLW,2006,1.12
Palau,PLW,2007,0.71
Palau,PLW,2008,1.4
Palau,PLW,2009,0.26
Palau,PLW,2010,0.64
Palau,PLW,2011,1.15
Palau,PLW,2012,0.23
Palau,PLW,2013,0.9
Palau,PLW,2014,1.25
Palau,PLW,2015,0.85
Palau,PLW,2016,1.31
Palau,PLW,2017,1.04
Palau,PLW,2018,0.83
Palau,PLW,2019,2.13
Palestine,PSE,2000,64.29
Palestine,PSE,2001,30.95
Palestine,PSE,2003,57.14
Palestine,PSE,2004,35.71
Palestine,PSE,2005,7.14
Palestine,PSE,2008,7.14
Palestine,PSE,2011,28.57
Palestine,PSE,2013,28.57
Palestine,PSE,2014,57.14
Palestine,PSE,2016,7.14
Palestine,PSE,2019,14.29
Panama,PAN,2000,3.34
Panama,PAN,2001,5.2
Panama,PAN,2002,1.69
Panama,PAN,2003,2.49
Panama,PAN,2004,4.35
Panama,PAN,2005,2.62
Panama,PAN,2006,4.13
Panama,PAN,2007,1.38
Panama,PAN,2008,3.45
Panama,PAN,2009,3.03
Panama,PAN,2010,1.87
Panama,PAN,2011,1.79
Panama,PAN,2012,3.22
Panama,PAN,2013,3.2
Panama,PAN,2014,1.44
Panama,PAN,2015,1.75
Panama,PAN,2016,1.18
Panama,PAN,2017,2.28
Panama,PAN,2018,2.19
Panama,PAN,2019,1.72
Papua New Guinea,PNG,2000,8.68
Papua New Guinea,PNG,2001,2.76
Papua New Guinea,PNG,2002,9.86
Papua New Guinea,PNG,2003,5.24
Papua New Guinea,PNG,2004,4.2
Papua New Guinea,PNG,2005,2.4
Papua New Guinea,PNG,2006,4.37
Papua New Guinea,PNG,2007,4.81
Papua New Guinea,PNG,2008,9.54
Papua New Guinea,PNG,2009,5.33
Papua New Guinea,PNG,2010,13.54
Papua New Guinea,PNG,2011,4.59
Papua New Guinea,PNG,2012,3.54
Papua New Guinea,PNG,2013,1.76
Papua New Guinea,PNG,2014,1.79
Papua New Guinea,PNG,2015,5.99
Papua New Guinea,PNG,2016,1.17
Papua New Guinea,PNG,2017,1.72
Papua New Guinea,PNG,2018,1.04
Papua New Guinea,PNG,2019,1.42
Peru,PER,2000,7.43
Peru,PER,2001,6.23
Peru,PER,2002,9.95
Peru,PER,2003,8.86
Peru,PER,2004,15.72
Peru,PER,2005,8.25
Peru,PER,2006,4.62
Peru,PER,2007,7.35
Peru,PER,2008,3.81
Peru,PER,2009,3.38
Peru,PER,2010,5.62
Peru,PER,2011,7.94
Peru,PER,2012,5.2
Peru,PER,2013,10.41
Peru,PER,2014,7.97
Peru,PER,2015,6.47
Peru,PER,2016,7.57
Peru,PER,2017,7.96
Peru,PER,2018,7.79
Peru,PER,2019,7
Philippines,PHL,2000,0.76
Philippines,PHL,2001,1.75
Philippines,PHL,2002,1.12
Philippines,PHL,2003,1.15
Philippines,PHL,2004,1.91
Philippines,PHL,2005,1.06
Philippines,PHL,2006,0.6
Philippines,PHL,2007,0.69
Philippines,PHL,2008,0.61
Philippines,PHL,2009,1.03
Philippines,PHL,2010,0.62
Philippines,PHL,2011,0.79
Philippines,PHL,2012,0.71
Philippines,PHL,2013,0.98
Philippines,PHL,2014,1.35
Philippines,PHL,2015,0.47
Philippines,PHL,2016,0.3
Philippines,PHL,2017,0.8
Philippines,PHL,2018,0.45
Philippines,PHL,2019,0.5
Pitcairn,PCN,2000,0.83
Pitcairn,PCN,2001,0.4
Pitcairn,PCN,2002,0.15
Pitcairn,PCN,2003,0.29
Pitcairn,PCN,2004,0.42
Pitcairn,PCN,2005,0.47
Pitcairn,PCN,2006,0.62
Pitcairn,PCN,2007,0.11
Pitcairn,PCN,2008,0.77
Pitcairn,PCN,2009,6.29
Pitcairn,PCN,2010,0.92
Pitcairn,PCN,2011,2.51
Pitcairn,PCN,2012,6.59
Pitcairn,PCN,2013,2.68
Pitcairn,PCN,2014,2.71
Pitcairn,PCN,2015,1.26
Pitcairn,PCN,2016,0.02
Pitcairn,PCN,2017,0.03
Pitcairn,PCN,2018,0.32
Pitcairn,PCN,2019,1.1
Poland,POL,2000,0.78
Poland,POL,2001,7.61
Poland,POL,2002,2.12
Poland,POL,2003,2.13
Poland,POL,2004,3.69
Poland,POL,2005,8.67
Poland,POL,2006,5.36
Poland,POL,2007,5.65
Poland,POL,2008,25.61
Poland,POL,2009,5.58
Poland,POL,2010,2.73
Poland,POL,2011,4.57
Poland,POL,2012,0.79
Poland,POL,2013,3.01
Poland,POL,2014,0.57
Poland,POL,2015,3.35
Poland,POL,2016,4.45
Poland,POL,2017,3.25
Poland,POL,2018,10.48
Poland,POL,2019,3.33
Polynesia,OWID_PYA,2000,3.14
Polynesia,OWID_PYA,2001,2.45
Polynesia,OWID_PYA,2002,2.68
Polynesia,OWID_PYA,2003,3.94
Polynesia,OWID_PYA,2004,4.07
Polynesia,OWID_PYA,2005,5.07
Polynesia,OWID_PYA,2006,0.46
Polynesia,OWID_PYA,2007,2.28
Polynesia,OWID_PYA,2008,2.99
Polynesia,OWID_PYA,2009,4.67
Polynesia,OWID_PYA,2010,1.07
Polynesia,OWID_PYA,2011,5.96
Polynesia,OWID_PYA,2012,4.34
Polynesia,OWID_PYA,2013,1.93
Polynesia,OWID_PYA,2014,0.58
Polynesia,OWID_PYA,2015,3.18
Polynesia,OWID_PYA,2016,0.79
Polynesia,OWID_PYA,2017,1.46
Polynesia,OWID_PYA,2018,1.35
Polynesia,OWID_PYA,2019,0.66
Portugal,PRT,2000,1.04
Portugal,PRT,2001,2.09
Portugal,PRT,2002,5.01
Portugal,PRT,2003,1.12
Portugal,PRT,2004,5.92
Portugal,PRT,2005,8.54
Portugal,PRT,2006,2.7
Portugal,PRT,2007,1.79
Portugal,PRT,2008,1.11
Portugal,PRT,2009,10.09
Portugal,PRT,2010,1.1
Portugal,PRT,2011,1.65
Portugal,PRT,2012,2.25
Portugal,PRT,2013,3.05
Portugal,PRT,2014,3.51
Portugal,PRT,2015,4.91
Portugal,PRT,2016,1.64
Portugal,PRT,2017,1.9
Portugal,PRT,2018,3.03
Portugal,PRT,2019,0.78
Puerto Rico,PRI,2000,6.09
Puerto Rico,PRI,2001,0.65
Puerto Rico,PRI,2002,2.45
Puerto Rico,PRI,2003,2.68
Puerto Rico,PRI,2004,1.33
Puerto Rico,PRI,2005,0.3
Puerto Rico,PRI,2006,4.48
Puerto Rico,PRI,2007,0.42
Puerto Rico,PRI,2008,1.99
Puerto Rico,PRI,2009,15.77
Puerto Rico,PRI,2010,5.24
Puerto Rico,PRI,2011,0.53
Puerto Rico,PRI,2012,1.91
Puerto Rico,PRI,2013,2.37
Puerto Rico,PRI,2014,0.62
Puerto Rico,PRI,2015,2.67
Puerto Rico,PRI,2016,1.83
Puerto Rico,PRI,2017,4.78
Puerto Rico,PRI,2018,4
Puerto Rico,PRI,2019,0.46
Qatar,QAT,2000,4.19
Qatar,QAT,2001,0.24
Qatar,QAT,2002,3.56
Qatar,QAT,2003,2.57
Qatar,QAT,2004,3.71
Qatar,QAT,2005,4.75
Qatar,QAT,2006,10.83
Qatar,QAT,2007,8.42
Qatar,QAT,2008,6.55
Qatar,QAT,2009,4.96
Qatar,QAT,2010,0.91
Qatar,QAT,2011,1.26
Qatar,QAT,2012,1.53
Qatar,QAT,2013,0.44
Qatar,QAT,2014,0.33
Qatar,QAT,2015,0.51
Qatar,QAT,2016,0.8
Qatar,QAT,2017,1.73
Qatar,QAT,2018,0.38
Qatar,QAT,2019,1.65
Reunion,REU,2000,4.33
Reunion,REU,2001,0.18
Reunion,REU,2002,8.23
Reunion,REU,2003,0.18
Reunion,REU,2004,0.03
Reunion,REU,2005,3.94
Reunion,REU,2006,4.12
Reunion,REU,2007,1.24
Reunion,REU,2008,19.6
Reunion,REU,2009,2.25
Reunion,REU,2010,1.87
Reunion,REU,2011,0.35
Reunion,REU,2012,0.56
Reunion,REU,2013,5.85
Reunion,REU,2014,1.13
Reunion,REU,2015,0.64
Reunion,REU,2016,0.29
Reunion,REU,2017,0.33
Reunion,REU,2018,0.09
Reunion,REU,2019,7.65
Romania,ROU,2000,9.47
Romania,ROU,2001,15.18
Romania,ROU,2002,10.98
Romania,ROU,2003,1.65
Romania,ROU,2004,10.82
Romania,ROU,2005,15.18
Romania,ROU,2006,5.19
Romania,ROU,2007,11.93
Romania,ROU,2008,10.74
Romania,ROU,2009,4.14
Romania,ROU,2010,3.79
Romania,ROU,2011,1.47
Romania,ROU,2012,3.24
Romania,ROU,2013,5.38
Romania,ROU,2014,7.36
Romania,ROU,2015,5.48
Romania,ROU,2016,23
Romania,ROU,2017,3.29
Romania,ROU,2018,3.46
Romania,ROU,2019,3.29
Russia,RUS,2000,1.23
Russia,RUS,2001,2.08
Russia,RUS,2002,2.91
Russia,RUS,2003,2.43
Russia,RUS,2004,4.06
Russia,RUS,2005,3.69
Russia,RUS,2006,3.45
Russia,RUS,2007,3.66
Russia,RUS,2008,3.75
Russia,RUS,2009,3.31
Russia,RUS,2010,3.12
Russia,RUS,2011,3.54
Russia,RUS,2012,3.03
Russia,RUS,2013,2.41
Russia,RUS,2014,2.82
Russia,RUS,2015,3.93
Russia,RUS,2016,3.35
Russia,RUS,2017,2.78
Russia,RUS,2018,2.93
Russia,RUS,2019,2.79
Saint Barthlemy,,2000,13.75
Saint Barthlemy,,2001,2.5
Saint Barthlemy,,2002,17.5
Saint Barthlemy,,2003,13.75
Saint Barthlemy,,2005,1.25
Saint Barthlemy,,2007,13.13
Saint Barthlemy,,2009,62.08
Saint Barthlemy,,2010,9.38
Saint Barthlemy,,2015,11.25
Saint Barthlemy,,2017,3.13
Saint Helena,SHN,2000,1.01
Saint Helena,SHN,2001,0.45
Saint Helena,SHN,2002,0.91
Saint Helena,SHN,2003,0.09
Saint Helena,SHN,2004,1.76
Saint Helena,SHN,2005,2.29
Saint Helena,SHN,2006,1.09
Saint Helena,SHN,2007,0.93
Saint Helena,SHN,2008,0.73
Saint Helena,SHN,2009,0.84
Saint Helena,SHN,2010,6.53
Saint Helena,SHN,2011,1.45
Saint Helena,SHN,2012,1.93
Saint Helena,SHN,2013,1.08
Saint Helena,SHN,2014,0.98
Saint Helena,SHN,2015,2.49
Saint Helena,SHN,2016,0.33
Saint Helena,SHN,2017,1.9
Saint Helena,SHN,2018,0.65
Saint Helena,SHN,2019,1.19
Saint Kitts and Nevis,KNA,2000,1.43
Saint Kitts and Nevis,KNA,2001,32.97
Saint Kitts and Nevis,KNA,2002,0.63
Saint Kitts and Nevis,KNA,2003,25.33
Saint Kitts and Nevis,KNA,2004,5.02
Saint Kitts and Nevis,KNA,2006,6.81
Saint Kitts and Nevis,KNA,2007,0.72
Saint Kitts and Nevis,KNA,2009,22.85
Saint Kitts and Nevis,KNA,2010,39.34
Saint Kitts and Nevis,KNA,2013,0.72
Saint Kitts and Nevis,KNA,2014,20.07
Saint Kitts and Nevis,KNA,2015,1.79
Saint Kitts and Nevis,KNA,2017,6.63
Saint Lucia,LCA,2000,4.14
Saint Lucia,LCA,2001,7.04
Saint Lucia,LCA,2002,0.21
Saint Lucia,LCA,2003,54.52
Saint Lucia,LCA,2004,24.53
Saint Lucia,LCA,2005,8.63
Saint Lucia,LCA,2006,4.24
Saint Lucia,LCA,2007,26.16
Saint Lucia,LCA,2008,0.41
Saint Lucia,LCA,2009,14.95
Saint Lucia,LCA,2010,59.59
Saint Lucia,LCA,2011,6.28
Saint Lucia,LCA,2012,0.78
Saint Lucia,LCA,2013,1.76
Saint Lucia,LCA,2014,3.11
Saint Lucia,LCA,2015,6.97
Saint Lucia,LCA,2016,37.61
Saint Lucia,LCA,2017,16.44
Saint Lucia,LCA,2018,2.48
Saint Lucia,LCA,2019,1.66
Saint Martin (French part),MAF,2001,100
Saint Martin (French part),MAF,2009,95
Saint Martin (French part),MAF,2010,100
Saint Martin (French part),MAF,2017,30
Saint Pierre and Miquelon,SPM,2000,3.07
Saint Pierre and Miquelon,SPM,2001,5.05
Saint Pierre and Miquelon,SPM,2002,5.79
Saint Pierre and Miquelon,SPM,2003,4.55
Saint Pierre and Miquelon,SPM,2004,13.53
Saint Pierre and Miquelon,SPM,2005,7.4
Saint Pierre and Miquelon,SPM,2006,3.99
Saint Pierre and Miquelon,SPM,2007,1.82
Saint Pierre and Miquelon,SPM,2008,1.32
Saint Pierre and Miquelon,SPM,2009,6.27
Saint Pierre and Miquelon,SPM,2010,8.09
Saint Pierre and Miquelon,SPM,2011,13.55
Saint Pierre and Miquelon,SPM,2012,7.01
Saint Pierre and Miquelon,SPM,2013,6.51
Saint Pierre and Miquelon,SPM,2014,8.2
Saint Pierre and Miquelon,SPM,2015,5.71
Saint Pierre and Miquelon,SPM,2016,2.71
Saint Pierre and Miquelon,SPM,2017,4.9
Saint Pierre and Miquelon,SPM,2018,3.05
Saint Pierre and Miquelon,SPM,2019,4.95
Saint Vincent and the Grenadines,VCT,2000,3.2
Saint Vincent and the Grenadines,VCT,2001,6.47
Saint Vincent and the Grenadines,VCT,2002,1.57
Saint Vincent and the Grenadines,VCT,2003,25.94
Saint Vincent and the Grenadines,VCT,2004,12.7
Saint Vincent and the Grenadines,VCT,2005,3.11
Saint Vincent and the Grenadines,VCT,2006,12.87
Saint Vincent and the Grenadines,VCT,2007,21.09
Saint Vincent and the Grenadines,VCT,2008,8.33
Saint Vincent and the Grenadines,VCT,2009,18.79
Saint Vincent and the Grenadines,VCT,2010,34.24
Saint Vincent and the Grenadines,VCT,2011,4.66
Saint Vincent and the Grenadines,VCT,2012,2.29
Saint Vincent and the Grenadines,VCT,2013,3.86
Saint Vincent and the Grenadines,VCT,2014,3.47
Saint Vincent and the Grenadines,VCT,2015,2.21
Saint Vincent and the Grenadines,VCT,2016,12.89
Saint Vincent and the Grenadines,VCT,2017,12.13
Saint Vincent and the Grenadines,VCT,2018,1.45
Saint Vincent and the Grenadines,VCT,2019,8.29
Samoa,WSM,2000,0.12
Samoa,WSM,2001,0.18
Samoa,WSM,2002,4.6
Samoa,WSM,2003,8.13
Samoa,WSM,2004,9.6
Samoa,WSM,2005,12.65
Samoa,WSM,2006,0.07
Samoa,WSM,2007,4.19
Samoa,WSM,2008,4.16
Samoa,WSM,2009,1.08
Samoa,WSM,2010,1.6
Samoa,WSM,2011,0.57
Samoa,WSM,2012,2.29
Samoa,WSM,2013,2.09
Samoa,WSM,2014,0.4
Samoa,WSM,2015,6.89
Samoa,WSM,2016,0.65
Samoa,WSM,2017,2.45
Samoa,WSM,2018,1.61
Samoa,WSM,2019,0.18
Sao Tome and Principe,STP,2000,0.41
Sao Tome and Principe,STP,2001,2.17
Sao Tome and Principe,STP,2002,0.67
Sao Tome and Principe,STP,2003,1.05
Sao Tome and Principe,STP,2004,0.37
Sao Tome and Principe,STP,2005,4.13
Sao Tome and Principe,STP,2006,1.71
Sao Tome and Principe,STP,2007,2.06
Sao Tome and Principe,STP,2008,1.6
Sao Tome and Principe,STP,2009,2.87
Sao Tome and Principe,STP,2010,0.92
Sao Tome and Principe,STP,2011,0.38
Sao Tome and Principe,STP,2012,0.64
Sao Tome and Principe,STP,2013,2.04
Sao Tome and Principe,STP,2014,0.55
Sao Tome and Principe,STP,2015,1.01
Sao Tome and Principe,STP,2016,0.43
Sao Tome and Principe,STP,2017,1.04
Sao Tome and Principe,STP,2018,0.8
Sao Tome and Principe,STP,2019,0.67
Saudi Arabia,SAU,2000,1.25
Saudi Arabia,SAU,2001,1.03
Saudi Arabia,SAU,2002,8.37
Saudi Arabia,SAU,2003,1.96
Saudi Arabia,SAU,2004,2.04
Saudi Arabia,SAU,2005,2.38
Saudi Arabia,SAU,2006,2.13
Saudi Arabia,SAU,2007,1.37
Saudi Arabia,SAU,2008,1.53
Saudi Arabia,SAU,2009,1.24
Saudi Arabia,SAU,2010,3.68
Saudi Arabia,SAU,2011,0.9
Saudi Arabia,SAU,2012,1.18
Saudi Arabia,SAU,2013,1.08
Saudi Arabia,SAU,2014,0.87
Saudi Arabia,SAU,2015,2.6
Saudi Arabia,SAU,2016,0.26
Saudi Arabia,SAU,2017,0.09
Saudi Arabia,SAU,2018,0.28
Saudi Arabia,SAU,2019,0.99
Senegal,SEN,2000,0.74
Senegal,SEN,2001,2.76
Senegal,SEN,2002,4.86
Senegal,SEN,2003,26.7
Senegal,SEN,2004,12.63
Senegal,SEN,2005,8.67
Senegal,SEN,2006,9.79
Senegal,SEN,2007,13.11
Senegal,SEN,2008,5.75
Senegal,SEN,2009,13.5
Senegal,SEN,2010,3.86
Senegal,SEN,2011,3.56
Senegal,SEN,2012,5.24
Senegal,SEN,2013,3.06
Senegal,SEN,2014,9.81
Senegal,SEN,2015,6.57
Senegal,SEN,2016,4.8
Senegal,SEN,2017,5.39
Senegal,SEN,2018,13.26
Senegal,SEN,2019,4.99
Seychelles,SYC,2000,1.31
Seychelles,SYC,2001,1.55
Seychelles,SYC,2002,0.84
Seychelles,SYC,2003,5.61
Seychelles,SYC,2004,1.87
Seychelles,SYC,2005,0.91
Seychelles,SYC,2006,0.18
Seychelles,SYC,2007,0.31
Seychelles,SYC,2008,0.43
Seychelles,SYC,2009,0.67
Seychelles,SYC,2010,0.24
Seychelles,SYC,2011,0.2
Seychelles,SYC,2012,0.26
Seychelles,SYC,2013,0.27
Seychelles,SYC,2014,0.34
Seychelles,SYC,2015,0.4
Seychelles,SYC,2016,0.33
Seychelles,SYC,2017,1.1
Seychelles,SYC,2018,1.7
Seychelles,SYC,2019,0.86
Sierra Leone,SLE,2000,2.59
Sierra Leone,SLE,2001,0.77
Sierra Leone,SLE,2002,2.14
Sierra Leone,SLE,2003,1.78
Sierra Leone,SLE,2004,6.35
Sierra Leone,SLE,2005,3.87
Sierra Leone,SLE,2006,2.27
Sierra Leone,SLE,2007,2.12
Sierra Leone,SLE,2008,4.64
Sierra Leone,SLE,2009,2.8
